,Length_Title,Length_Concultatory
9017,254,392
9018,127,419
9019,130,302
9020,157,2587
9021,50,236
9022,110,262
9023,104,269
9024,230,755
9025,125,260
9026,234,234
9027,166,485
9028,101,269
9029,51,394
9030,117,409
9031,254,541
9032,126,726
9033,163,247
9034,239,907
9035,181,543
9036,58,158
9037,62,199
9038,61,145
9039,142,521
9040,99,513
9041,254,2976
9042,74,442
9043,114,1765
9044,123,1383
9045,101,1037
9046,83,83
9047,110,110
9048,39,139
9049,318,644
9050,72,977
9051,118,436
9052,37,367
9053,235,901
9054,48,302
9055,227,478
9056,87,204
9057,174,406
9058,115,216
9059,66,466
9060,78,201
9061,81,375
9062,115,398
9063,78,383
9064,64,272
9065,278,483
9066,60,227
9067,239,432
9068,94,585
9069,58,452
9070,99,99
9071,85,259
9072,84,519
9073,120,305
9074,126,126
9075,89,89
9076,104,470
9077,42,251
9078,246,1036
9079,71,314
9080,66,317
9081,114,166
9082,22,288
9083,137,697
9084,158,395
9085,104,275
9086,47,333
9087,137,356
9088,212,364
9089,93,622
9090,266,607
9091,80,391
9092,85,364
9093,123,511
9094,63,526
9095,98,1058
9096,128,172
9097,107,337
9098,34,580
9099,51,140
9100,70,554
9101,86,1115
9102,113,312
9103,49,102
9104,46,209
9105,175,1234
9106,132,368
9107,113,1578
9108,163,623
9109,130,424
9110,95,979
9111,55,223
9112,131,195
9113,45,816
9114,63,211
9115,195,455
9116,119,441
9117,161,385
9118,175,743
9119,177,973
9120,113,609
9121,179,320
9122,169,285
9123,54,54
9124,98,523
9125,99,491
9126,137,295
9127,123,716
9128,58,472
9129,121,288
9130,135,499
9131,166,800
9132,59,1452
9133,92,415
9134,44,869
9135,44,1138
9136,239,845
9137,61,315
9138,83,245
9139,103,989
9140,89,365
9141,177,777
9142,104,152
9143,73,253
9144,89,89
9145,102,896
9146,50,566
9147,236,874
9148,85,319
9149,99,1703
9150,145,220
9151,39,347
9152,270,506
9153,134,472
9154,203,946
9155,76,329
9156,83,83
9157,37,280
9158,255,673
9159,183,334
9160,97,134
9161,164,303
9162,116,307
9163,94,296
9164,110,114
9165,41,273
9166,114,114
9167,235,1412
9168,170,202
9169,49,204
9170,69,206
9171,79,541
9172,59,124
9173,82,302
9174,73,650
9175,63,286
9176,179,993
9177,83,203
9178,109,451
9179,116,254
9180,125,245
9181,82,224
9182,94,804
9183,100,292
9184,39,220
9185,92,918
9186,44,231
9187,64,64
9188,65,240
9189,131,471
9190,113,629
9191,38,163
9192,66,388
9193,91,342
9194,162,184
9195,124,366
9196,118,298
9197,96,1186
9198,93,358
9199,347,339
9200,58,136
9201,95,305
9202,37,209
9203,43,521
9204,80,198
9205,256,638
9206,66,544
9207,77,200
9208,42,472
9209,142,1082
9210,144,1132
9211,86,952
9212,47,256
9213,53,1561
9214,232,679
9215,116,678
9216,231,1109
9217,188,1514
9218,54,158
9219,102,453
9220,71,682
9221,143,312
9222,160,434
9223,43,917
9224,127,425
9225,81,407
9226,88,210
9227,38,912
9228,53,475
9229,198,1421
9230,50,1019
9231,79,200
9232,86,1023
9233,148,667
9234,91,300
9235,72,588
9236,106,673
9237,124,224
9238,141,702
9239,59,226
9240,61,464
9241,87,181
9242,94,586
9243,176,1241
9244,80,155
9245,44,818
9246,75,547
9247,36,1492
9248,57,350
9249,208,1221
9250,97,237
9251,193,672
9252,79,425
9253,110,212
9254,94,393
9255,63,225
9256,70,237
9257,57,362
9258,108,283
9259,112,415
9260,61,546
9261,75,243
9262,207,644
9263,252,1646
9264,97,285
9265,62,709
9266,87,320
9267,304,1698
9268,91,1416
9269,102,592
9270,301,1159
9271,157,495
9272,69,394
9273,111,899
9274,211,476
9275,119,609
9276,103,639
9277,98,387
9278,80,596
9279,68,693
9280,124,304
9281,246,1039
9282,80,1562
9283,205,1206
9284,158,1843
9285,234,1188
9286,105,960
9287,237,1416
9288,64,758
9289,64,717
9290,64,730
9291,64,721
9292,120,767
9293,120,800
9294,138,1260
9295,75,73
9296,41,289
9297,117,3113
9298,232,1553
9299,99,1773
9300,121,337
9301,155,856
9302,110,582
9303,224,1151
9304,111,716
9305,76,931
9306,129,875
9307,104,473
9308,171,337
9309,174,1259
9310,76,166
9311,194,1268
9312,164,1167
9313,68,856
9314,211,404
9315,63,1653
9316,92,916
9317,191,1817
9318,147,1445
9319,97,234
9320,252,1269
9321,110,262
9322,145,661
9323,92,69
9324,116,681
9325,100,73
9326,83,146
9327,142,1071
9328,142,938
9329,77,115
9330,87,173
9331,165,767
9332,129,668
9333,126,1242
9334,141,670
9335,119,1337
9336,143,247
9337,167,995
9338,101,999
9339,128,893
9340,74,231
9341,84,307
9342,96,245
9343,100,520
9344,77,1384
9345,188,2289
9346,174,928
9347,122,447
9348,62,189
9349,61,435
9350,168,938
9351,85,397
9352,81,178
9353,252,629
9354,117,892
9355,118,1037
9356,87,510
9357,88,220
9358,69,769
9359,96,322
9360,120,659
9361,72,325
9362,90,225
9363,81,819
9364,96,284
9365,155,689
9366,98,679
9367,90,412
9368,64,205
9369,75,331
9370,57,718
9371,80,1408
9372,128,316
9373,126,803
9374,126,972
9375,68,1114
9376,68,1352
9377,114,721
9378,87,985
9379,87,1118
9380,102,1298
9381,75,564
9382,59,356
9383,99,1019
9384,98,256
9385,185,809
9386,146,887
9387,184,1968
9388,161,589
9389,189,806
9390,51,1172
9391,211,255
9392,193,476
9393,54,292
9394,140,655
9395,118,293
9396,64,190
9397,128,159
9398,100,805
9399,143,1354
9400,104,379
9401,252,981
9402,244,1256
9403,66,220
9404,170,856
9405,72,633
9406,64,722
9407,49,338
9408,83,294
9409,96,736
9410,159,622
9411,45,692
9412,65,677
9413,65,807
9414,96,778
9415,190,1141
9416,53,658
9417,123,536
9418,72,1387
9419,129,290
9420,126,844
9421,130,763
9422,75,218
9423,86,206
9424,207,644
9425,182,3639
9426,196,396
9427,115,188
9428,56,992
9429,191,1219
9430,152,357
9431,124,624
9432,132,1407
9433,154,724
9434,108,657
9435,126,719
9436,72,875
9437,73,754
9438,85,413
9439,90,271
9440,98,1210
9441,94,602
9442,86,602
9443,67,376
9444,67,721
9445,82,721
9446,86,799
9447,127,721
9448,54,341
9449,136,385
9450,105,280
9451,105,1514
9452,125,815
9453,100,654
9454,85,675
9455,135,712
9456,92,357
9457,106,1302
9458,110,709
9459,61,518
9460,159,338
9461,81,474
9462,130,580
9463,169,360
9464,78,514
9465,96,2162
9466,204,751
9467,80,706
9468,152,1080
9469,129,1967
9470,64,214
9471,168,879
9472,19,215
9473,147,463
9474,201,590
9475,173,347
9476,150,2085
9477,229,865
9478,103,164
9479,78,353
9480,47,934
9481,188,1273
9482,165,522
9483,172,484
9484,39,170
9485,64,864
9486,189,1474
9487,79,1065
9488,79,721
9489,133,806
9490,114,480
9491,113,1118
9492,93,189
9493,101,652
9494,157,297
9495,118,1165
9496,136,356
9497,73,754
9498,75,837
9499,97,841
9500,91,1767
9501,124,223
9502,83,503
9503,144,1782
9504,250,2202
9505,575,1263
9506,207,1170
9507,120,483
9508,132,265
9509,57,2319
9510,56,257
9511,43,344
9512,97,1017
9513,116,767
9514,106,1017
9515,157,906
9516,132,468
9517,104,641
9518,148,492
9519,146,739
9520,145,1254
9521,170,459
9522,117,943
9523,159,1298
9524,155,804
9525,157,1023
9526,182,1281
9527,189,953
9528,97,1512
9529,169,434
9530,95,307
9531,81,312
9532,62,725
9533,159,829
9534,128,903
9535,60,720
9536,142,377
9537,85,755
9538,94,186
9539,157,619
9540,72,806
9541,78,660
9542,174,299
9543,121,1354
9544,124,659
9545,76,346
9546,225,1110
9547,97,1147
9548,64,810
9549,127,397
9550,123,617
9551,70,853
9552,75,97
9553,173,769
9554,191,662
9555,130,1045
9556,90,709
9557,163,964
9558,118,1032
9559,109,1559
9560,125,1065
9561,141,599
9562,172,797
9563,101,661
9564,72,859
9565,65,643
9566,118,551
9567,74,721
9568,65,659
9569,64,722
9570,61,577
9571,116,893
9572,96,646
9573,58,371
9574,81,458
9575,182,1088
9576,146,472
9577,91,721
9578,82,442
9579,132,982
9580,91,390
9581,144,875
9582,169,439
9583,155,303
9584,172,806
9585,283,761
9586,54,307
9587,125,954
9588,168,493
9589,190,744
9590,153,157
9591,104,568
9592,383,1349
9593,117,556
9594,60,306
9595,89,268
9596,157,357
9597,126,553
9598,237,614
9599,121,242
9600,160,351
9601,100,348
9602,81,258
9603,307,352
9604,106,521
9605,61,342
9606,252,645
9607,90,353
9608,50,244
9609,50,297
9610,502,710
9611,221,282
9612,53,1248
9613,72,456
9614,68,1309
9615,120,120
9616,125,125
9617,47,322
9618,111,260
9619,79,398
9620,254,330
9621,114,229
9622,107,401
9623,135,1775
9624,155,459
9625,108,157
9626,164,797
9627,190,562
9628,108,488
9629,52,52
9630,71,299
9631,72,574
9632,85,1718
9633,116,347
9634,254,188
9635,130,344
9636,79,432
9637,124,871
9638,132,301
9639,240,1960
9640,66,394
9641,63,187
9642,116,283
9643,110,189
9644,141,254
9645,92,92
9646,52,966
9647,68,68
9648,65,171
9649,171,1037
9650,40,372
9651,247,365
9652,180,325
9653,31,116
9654,98,127
9655,125,1027
9656,70,854
9657,114,400
9658,119,343
9659,90,90
9660,85,314
9661,93,91
9662,62,296
9663,67,730
9664,109,109
9665,79,282
9666,202,539
9667,87,296
9668,132,554
9669,58,58
9670,59,59
9671,48,48
9672,89,89
9673,67,648
9674,113,525
9675,95,134
9676,174,342
9677,52,222
9678,66,206
9679,28,182
9680,91,250
9681,51,524
9682,79,240
9683,94,272
9684,181,649
9685,130,422
9686,83,231
9687,78,387
9688,231,560
9689,168,717
9690,87,234
9691,72,886
9692,111,336
9693,62,331
9694,207,796
9695,74,706
9696,109,185
9697,61,221
9698,27,82
9699,81,432
9700,136,525
9701,165,595
9702,45,349
9703,66,226
9704,135,2512
9705,56,593
9706,70,51
9707,212,684
9708,66,293
9709,56,828
9710,56,129
9711,55,204
9712,79,680
9713,51,418
9714,156,2525
9715,227,617
9716,107,276
9717,54,363
9718,147,520
9719,185,274
9720,242,791
9721,217,321
9722,114,1476
9723,204,440
9724,189,433
9725,120,268
9726,212,735
9727,53,313
9728,80,263
9729,208,652
9730,100,738
9731,143,400
9732,85,313
9733,437,531
9734,50,156
9735,186,754
9736,228,636
9737,44,537
9738,63,413
9739,208,255
9740,51,329
9741,169,520
9742,89,241
9743,112,311
9744,102,364
9745,73,720
9746,80,374
9747,108,572
9748,160,392
9749,161,686
9750,70,549
9751,96,76
9752,84,423
9753,93,307
9754,120,1148
9755,102,381
9756,50,139
9757,93,417
9758,87,1192
9759,110,510
9760,106,423
9761,84,334
9762,96,1189
9763,81,385
9764,39,379
9765,34,926
9766,66,150
9767,93,270
9768,56,1461
9769,94,275
9770,254,1233
9771,205,1521
9772,116,1108
9773,45,244
9774,54,228
9775,67,988
9776,217,736
9777,64,185
9778,144,346
9779,87,376
9780,110,1053
9781,211,284
9782,51,257
9783,228,1387
9784,77,812
9785,197,2221
9786,94,449
9787,58,279
9788,67,726
9789,142,927
9790,153,315
9791,121,300
9792,55,343
9793,77,208
9794,104,321
9795,65,226
9796,223,610
9797,84,737
9798,147,598
9799,62,188
9800,47,266
9801,104,579
9802,251,583
9803,44,173
9804,93,193
9805,68,607
9806,51,464
9807,160,501
9808,166,252
9809,247,749
9810,64,251
9811,282,155
9812,93,839
9813,56,193
9814,60,312
9815,86,643
9816,94,644
9817,72,340
9818,136,536
9819,172,328
9820,212,244
9821,127,198
9822,81,369
9823,81,414
9824,71,213
9825,52,571
9826,72,614
9827,59,175
9828,63,478
9829,202,332
9830,243,1109
9831,66,503
9832,55,4003
9833,114,712
9834,125,441
9835,40,569
9836,50,1116
9837,63,193
9838,30,312
9839,88,622
9840,250,718
9841,237,695
9842,52,312
9843,124,784
9844,139,1283
9845,63,342
9846,85,170
9847,64,258
9848,105,412
9849,250,510
9850,40,363
9851,80,370
9852,60,504
9853,93,387
9854,217,439
9855,113,559
9856,103,317
9857,31,417
9858,59,269
9859,241,766
9860,236,577
9861,225,689
9862,90,225
9863,25,475
9864,236,1462
9865,155,754
9866,138,255
9867,202,1047
9868,113,1264
9869,230,377
9870,149,777
9871,170,572
9872,86,349
9873,71,945
9874,64,355
9875,113,394
9876,107,625
9877,71,608
9878,88,366
9879,65,598
9880,108,395
9881,95,282
9882,247,239
9883,67,317
9884,80,372
9885,173,693
9886,220,946
9887,83,740
9888,187,205
9889,88,326
9890,144,592
9891,166,1046
9892,147,472
9893,68,440
9894,117,364
9895,138,321
9896,64,488
9897,224,2071
9898,184,469
9899,166,803
9900,60,370
9901,202,595
9902,51,244
9903,56,229
9904,146,549
9905,160,189
9906,194,468
9907,235,557
9908,95,529
9909,49,982
9910,127,667
9911,133,1424
9912,95,336
9913,40,497
9914,71,739
9915,219,1069
9916,209,515
9917,146,315
9918,173,478
9919,128,284
9920,53,312
9921,145,779
9922,45,241
9923,146,481
9924,88,266
9925,94,868
9926,67,256
9927,53,315
9928,82,461
9929,149,334
9930,172,994
9931,79,528
9932,220,1087
9933,224,333
9934,98,635
9935,141,223
9936,152,427
9937,142,1267
9938,74,291
9939,88,825
9940,88,101
9941,72,453
9942,65,343
9943,97,644
9944,40,40
9945,243,1343
9946,95,13
9947,71,351
9948,55,178
9949,62,883
9950,114,203
9951,173,676
9952,39,432
9953,118,231
9954,101,742
9955,60,127
9956,93,93
9957,36,231
9958,85,582
9959,117,205
9960,120,205
9961,71,445
9962,77,295
9963,125,933
9964,96,765
9965,217,478
9966,37,283
9967,51,348
9968,161,190
9969,157,405
9970,132,391
9971,136,364
9972,82,716
9973,76,120
9974,49,194
9975,37,686
9976,148,568
9977,152,384
9978,74,393
9979,169,246
9980,91,623
9981,88,433
9982,86,406
9983,216,1484
9984,214,1344
9985,94,571
9986,59,356
9987,160,996
9988,96,255
9989,64,488
9990,66,329
9991,99,155
9992,89,387
9993,62,254
9994,222,523
9995,226,266
9996,126,354
9997,56,253
9998,43,544
9999,41,329
10000,170,257
10001,39,146
10002,97,322
10003,65,1080
10004,217,475
10005,97,300
10006,254,1146
10007,71,146
10008,82,643
10009,43,43
10010,98,98
10011,74,241
10012,77,400
10013,97,546
10014,111,952
10015,122,323
10016,96,499
10017,140,242
10018,46,1315
10019,154,709
10020,49,1271
10021,47,482
10022,60,821
10023,50,545
10024,144,434
10025,95,307
10026,115,115
10027,131,426
10028,98,392
10029,92,468
10030,94,374
10031,120,295
10032,158,1052
10033,28,301
10034,150,462
10035,63,890
10036,148,700
10037,74,665
10038,60,804
10039,150,168
10040,314,572
10041,166,539
10042,58,304
10043,57,420
10044,165,367
10045,93,316
10046,79,1232
10047,77,178
10048,88,1845
10049,61,459
10050,168,290
10051,129,503
10052,70,380
10053,53,569
10054,157,543
10055,105,345
10056,67,328
10057,185,279
10058,181,732
10059,128,1231
10060,264,602
10061,99,260
10062,90,911
10063,226,218
10064,230,524
10065,94,257
10066,69,246
10067,53,503
10068,174,628
10069,37,822
10070,166,316
10071,440,978
10072,112,313
10073,116,332
10074,182,364
10075,149,373
10076,68,220
10077,77,258
10078,395,1477
10079,303,579
10080,113,267
10081,82,634
10082,108,451
10083,342,928
10084,117,658
10085,66,314
10086,158,683
10087,71,153
10088,227,226
10089,115,661
10090,73,592
10091,143,313
10092,90,509
10093,94,414
10094,74,617
10095,179,912
10096,133,392
10097,168,412
10098,92,226
10099,119,219
10100,159,271
10101,74,423
10102,85,400
10103,59,699
10104,210,615
10105,47,130
10106,54,457
10107,75,521
10108,128,334
10109,82,457
10110,57,195
10111,104,771
10112,103,401
10113,69,691
10114,51,369
10115,86,801
10116,156,301
10117,67,402
10118,137,165
10119,70,447
10120,206,611
10121,129,419
10122,111,516
10123,107,252
10124,113,489
10125,111,397
10126,83,255
10127,68,215
10128,61,363
10129,83,342
10130,151,1270
10131,105,500
10132,55,786
10133,52,449
10134,44,401
10135,60,385
10136,51,828
10137,90,479
10138,80,167
10139,54,184
10140,66,724
10141,77,317
10142,57,222
10143,95,212
10144,139,363
10145,115,350
10146,56,324
10147,50,216
10148,74,383
10149,42,423
10150,82,240
10151,44,923
10152,138,173
10153,126,390
10154,65,273
10155,95,504
10156,72,661
10157,95,160
10158,101,539
10159,82,162
10160,155,619
10161,80,128
10162,71,1482
10163,127,457
10164,52,247
10165,77,308
10166,149,374
10167,80,500
10168,53,207
10169,113,238
10170,61,446
10171,30,200
10172,56,363
10173,54,400
10174,159,808
10175,58,378
10176,54,528
10177,73,240
10178,156,985
10179,69,425
10180,88,522
10181,42,218
10182,100,1602
10183,50,252
10184,32,183
10185,78,678
10186,49,293
10187,95,702
10188,155,350
10189,54,721
10190,42,453
10191,54,179
10192,73,199
10193,221,1060
10194,65,399
10195,127,579
10196,81,851
10197,195,825
10198,219,1078
10199,81,482
10200,69,348
10201,75,712
10202,163,398
10203,34,1872
10204,41,412
10205,216,386
10206,118,1208
10207,72,491
10208,63,289
10209,81,493
10210,140,653
10211,153,1896
10212,67,267
10213,68,397
10214,125,1151
10215,57,224
10216,55,640
10217,78,403
10218,153,2508
10219,52,700
10220,209,450
10221,134,950
10222,174,349
10223,50,234
10224,48,276
10225,254,655
10226,85,649
10227,66,237
10228,117,278
10229,66,161
10230,99,290
10231,78,288
10232,50,237
10233,69,326
10234,69,306
10235,137,485
10236,83,686
10237,118,412
10238,79,186
10239,72,511
10240,653,983
10241,163,1964
10242,78,534
10243,247,403
10244,111,606
10245,35,373
10246,49,102
10247,52,1719
10248,119,306
10249,61,209
10250,20,335
10251,20,617
10252,192,1301
10253,93,969
10254,91,1262
10255,104,348
10256,83,193
10257,39,161
10258,46,535
10259,59,518
10260,40,1178
10261,86,194
10262,136,301
10263,98,393
10264,167,788
10265,209,547
10266,75,166
10267,89,259
10268,88,235
10269,208,273
10270,91,1203
10271,71,213
10272,193,410
10273,155,1621
10274,90,951
10275,46,436
10276,160,1316
10277,180,368
10278,70,495
10279,85,397
10280,47,469
10281,86,289
10282,205,398
10283,129,311
10284,70,142
10285,223,398
10286,49,219
10287,171,1097
10288,32,579
10289,158,427
10290,60,541
10291,154,420
10292,103,348
10293,73,230
10294,38,521
10295,190,137
10296,57,192
10297,196,391
10298,62,283
10299,37,196
10300,62,182
10301,46,379
10302,151,552
10303,150,555
10304,206,889
10305,150,205
10306,51,208
10307,78,168
10308,143,285
10309,291,412
10310,65,288
10311,40,304
10312,55,1151
10313,105,151
10314,67,279
10315,159,458
10316,155,480
10317,184,587
10318,67,130
10319,131,469
10320,205,154
10321,49,155
10322,82,193
10323,95,95
10324,60,130
10325,118,157
10326,57,214
10327,58,198
10328,85,154
10329,130,314
10330,603,462
10331,49,195
10332,63,280
10333,86,195
10334,122,413
10335,63,351
10336,209,579
10337,170,162
10338,121,573
10339,142,393
10340,140,283
10341,103,236
10342,96,493
10343,174,1453
10344,114,199
10345,182,1296
10346,48,219
10347,177,257
10348,125,306
10349,78,276
10350,64,265
10351,111,298
10352,49,221
10353,81,324
10354,91,184
10355,171,911
10356,198,601
10357,130,115
10358,62,335
10359,76,362
10360,63,213
10361,198,190
10362,80,269
10363,50,276
10364,58,190
10365,191,452
10366,98,182
10367,119,197
10368,48,548
10369,127,194
10370,73,285
10371,79,424
10372,217,315
10373,148,103
10374,83,173
10375,46,875
10376,81,364
10377,59,342
10378,33,233
10379,71,919
10380,241,449
10381,135,176
10382,125,1490
10383,42,371
10384,82,268
10385,190,494
10386,169,207
10387,106,291
10388,89,708
10389,79,493
10390,83,394
10391,70,194
10392,107,188
10393,91,378
10394,89,164
10395,90,717
10396,45,766
10397,82,424
10398,63,336
10399,56,322
10400,120,285
10401,142,367
10402,204,595
10403,297,578
10404,130,697
10405,231,484
10406,193,448
10407,118,220
10408,224,608
10409,21,598
10410,21,466
10411,56,344
10412,79,266
10413,100,898
10414,92,371
10415,55,250
10416,226,1041
10417,138,460
10418,139,383
10419,116,354
10420,45,402
10421,130,398
10422,103,226
10423,179,297
10424,149,659
10425,33,266
10426,94,390
10427,52,140
10428,47,173
10429,188,227
10430,41,541
10431,20,317
10432,58,259
10433,76,309
10434,186,530
10435,28,306
10436,395,452
10437,132,376
10438,129,262
10439,98,667
10440,102,306
10441,43,43
10442,42,616
10443,142,936
10444,187,798
10445,79,688
10446,254,247
10447,115,471
10448,26,351
10449,107,1033
10450,110,442
10451,452,1604
10452,380,448
10453,174,304
10454,66,228
10455,144,415
10456,85,997
10457,78,370
10458,129,903
10459,84,442
10460,62,179
10461,61,61
10462,61,686
10463,148,508
10464,225,427
10465,333,1032
10466,239,537
10467,116,997
10468,64,616
10469,35,2436
10470,90,342
10471,324,1055
10472,188,854
10473,138,631
10474,48,342
10475,53,272
10476,68,507
10477,58,300
10478,291,540
10479,140,270
10480,111,822
10481,104,252
10482,81,521
10483,114,612
10484,218,448
10485,80,524
10486,69,533
10487,92,389
10488,129,722
10489,220,1197
10490,127,233
10491,89,348
10492,123,1420
10493,143,447
10494,91,280
10495,166,269
10496,100,747
10497,31,1100
10498,31,673
10499,167,240
10500,60,602
10501,49,718
10502,51,51
10503,216,1713
10504,108,483
10505,108,320
10506,61,499
10507,143,384
10508,187,187
10509,111,336
10510,96,448
10511,113,860
10512,74,461
10513,65,856
10514,63,431
10515,99,522
10516,42,308
10517,59,619
10518,188,496
10519,53,582
10520,74,74
10521,46,407
10522,89,341
10523,76,309
10524,55,831
10525,65,179
10526,34,303
10527,44,183
10528,62,341
10529,120,475
10530,255,264
10531,135,266
10532,67,67
10533,207,565
10534,242,533
10535,102,539
10536,90,349
10537,201,852
10538,80,710
10539,272,319
10540,140,525
10541,194,312
10542,68,186
10543,133,430
10544,64,1441
10545,80,930
10546,90,286
10547,92,199
10548,75,278
10549,171,250
10550,238,468
10551,134,814
10552,108,568
10553,159,524
10554,63,374
10555,113,312
10556,54,755
10557,98,481
10558,77,441
10559,147,612
10560,56,395
10561,140,526
10562,52,389
10563,138,881
10564,199,298
10565,64,435
10566,248,531
10567,102,2054
10568,103,270
10569,62,338
10570,248,533
10571,81,120
10572,51,466
10573,124,563
10574,60,190
10575,105,741
10576,126,419
10577,70,594
10578,40,367
10579,149,432
10580,41,208
10581,77,423
10582,30,376
10583,120,450
10584,93,677
10585,59,440
10586,100,591
10587,100,3409
10588,105,568
10589,168,603
10590,184,611
10591,30,133
10592,84,776
10593,208,596
10594,89,320
10595,56,334
10596,59,315
10597,114,771
10598,96,487
10599,268,456
10600,33,754
10601,66,541
10602,150,370
10603,90,177
10604,113,223
10605,121,219
10606,73,394
10607,177,385
10608,132,363
10609,244,538
10610,77,241
10611,45,1040
10612,160,272
10613,101,217
10614,160,160
10615,47,304
10616,130,544
10617,103,549
10618,51,368
10619,102,261
10620,87,882
10621,100,1205
10622,241,876
10623,78,367
10624,128,561
10625,196,297
10626,163,554
10627,125,366
10628,94,940
10629,157,959
10630,139,220
10631,95,294
10632,65,2609
10633,60,608
10634,98,504
10635,49,217
10636,207,826
10637,77,660
10638,173,446
10639,45,1294
10640,298,895
10641,66,567
10642,47,216
10643,29,126
10644,45,753
10645,145,361
10646,129,380
10647,70,211
10648,91,648
10649,203,350
10650,173,579
10651,154,589
10652,181,643
10653,73,216
10654,84,317
10655,84,311
10656,217,229
10657,241,540
10658,149,465
10659,101,297
10660,68,351
10661,106,166
10662,51,1020
10663,112,547
10664,205,761
10665,51,549
10666,143,595
10667,166,143
10668,57,341
10669,78,1169
10670,217,798
10671,149,260
10672,112,656
10673,103,320
10674,95,275
10675,90,1572
10676,55,524
10677,47,779
10678,101,305
10679,71,224
10680,66,342
10681,87,577
10682,143,516
10683,187,510
10684,86,945
10685,153,269
10686,91,192
10687,155,633
10688,69,403
10689,49,282
10690,55,408
10691,73,424
10692,110,1024
10693,211,287
10694,126,904
10695,90,221
10696,86,86
10697,319,1467
10698,208,794
10699,96,440
10700,83,1070
10701,197,516
10702,365,1770
10703,248,492
10704,72,197
10705,219,522
10706,215,694
10707,231,664
10708,45,386
10709,32,1194
10710,32,1175
10711,60,314
10712,121,211
10713,62,537
10714,367,1003
10715,40,119
10716,74,384
10717,33,324
10718,169,380
10719,71,261
10720,134,300
10721,54,588
10722,96,322
10723,50,704
10724,113,420
10725,247,1427
10726,140,1062
10727,43,484
10728,132,403
10729,165,609
10730,96,466
10731,77,388
10732,47,796
10733,95,232
10734,33,627
10735,90,559
10736,77,824
10737,108,194
10738,73,730
10739,36,434
10740,207,238
10741,89,89
10742,43,43
10743,84,362
10744,50,526
10745,208,301
10746,164,380
10747,29,499
10748,62,235
10749,265,384
10750,117,426
10751,56,56
10752,41,335
10753,232,1612
10754,30,30
10755,68,346
10756,35,530
10757,77,188
10758,55,233
10759,48,619
10760,93,434
10761,99,100
10762,224,495
10763,157,527
10764,149,468
10765,67,358
10766,41,121
10767,113,573
10768,84,213
10769,183,652
10770,139,252
10771,105,272
10772,119,464
10773,106,1103
10774,107,303
10775,126,326
10776,488,639
10777,124,361
10778,70,833
10779,45,362
10780,214,388
10781,142,652
10782,68,443
10783,84,285
10784,217,1125
10785,133,772
10786,60,60
10787,107,107
10788,107,175
10789,34,34
10790,114,639
10791,139,139
10792,164,348
10793,102,665
10794,67,386
10795,113,433
10796,77,326
10797,89,978
10798,41,316
10799,114,793
10800,48,1163
10801,43,653
10802,369,1062
10803,73,518
10804,89,527
10805,78,1188
10806,162,1082
10807,214,465
10808,255,544
10809,148,459
10810,144,551
10811,47,263
10812,226,180
10813,135,315
10814,106,1405
10815,108,108
10816,148,477
10817,44,690
10818,215,429
10819,100,333
10820,65,680
10821,300,389
10822,55,340
10823,60,369
10824,55,502
10825,138,140
10826,224,628
10827,89,135
10828,130,226
10829,86,200
10830,140,236
10831,81,710
10832,369,1775
10833,86,437
10834,102,282
10835,50,366
10836,245,1136
10837,158,394
10838,86,271
10839,108,395
10840,111,521
10841,82,391
10842,79,235
10843,101,359
10844,44,369
10845,79,187
10846,123,403
10847,236,199
10848,126,191
10849,64,256
10850,87,405
10851,87,407
10852,107,937
10853,43,579
10854,107,549
10855,71,578
10856,54,397
10857,70,138
10858,68,336
10859,66,825
10860,102,237
10861,78,252
10862,98,98
10863,44,274
10864,55,332
10865,119,635
10866,112,340
10867,149,564
10868,80,215
10869,84,258
10870,50,238
10871,115,515
10872,118,573
10873,167,229
10874,62,264
10875,39,467
10876,90,465
10877,100,210
10878,75,516
10879,88,144
10880,73,238
10881,78,299
10882,64,356
10883,50,251
10884,78,340
10885,61,487
10886,50,360
10887,52,260
10888,67,444
10889,71,539
10890,54,241
10891,80,606
10892,58,149
10893,94,365
10894,104,297
10895,127,273
10896,112,165
10897,49,198
10898,96,478
10899,49,553
10900,78,382
10901,95,648
10902,115,663
10903,61,692
10904,78,848
10905,73,492
10906,80,498
10907,75,210
10908,76,466
10909,29,742
10910,166,444
10911,65,239
10912,240,947
10913,112,655
10914,229,423
10915,34,486
10916,56,154
10917,78,174
10918,103,477
10919,69,279
10920,57,143
10921,28,197
10922,170,388
10923,33,350
10924,254,401
10925,89,379
10926,54,183
10927,105,443
10928,72,256
10929,70,70
10930,50,486
10931,90,155
10932,54,305
10933,90,347
10934,106,666
10935,62,146
10936,137,808
10937,90,506
10938,211,482
10939,38,251
10940,281,506
10941,157,347
10942,82,1270
10943,98,707
10944,192,842
10945,161,422
10946,165,1509
10947,110,310
10948,32,746
10949,107,400
10950,99,173
10951,216,478
10952,49,652
10953,147,458
10954,94,1639
10955,127,445
10956,198,270
10957,183,390
10958,41,640
10959,106,626
10960,206,304
10961,33,197
10962,61,632
10963,198,369
10964,150,495
10965,61,263
10966,74,474
10967,88,454
10968,72,219
10969,206,1241
10970,43,376
10971,68,845
10972,42,42
10973,65,233
10974,60,370
10975,99,378
10976,191,519
10977,174,247
10978,65,598
10979,150,260
10980,92,187
10981,86,506
10982,84,678
10983,239,1370
