Concultatory,Title,ΔΗΜΟΣΙΟ,ΔΙΟΡΙΣΜΟΣ ΠΡΟΣΛΗΨΗ,ΕΤΑΙΡΕΙΕΣ ΑΝΩΝΥΜΕΣ,ΠΡΟΣΩΠΙΚΟ ΥΠΑΛΛΗΛΟΙ,ΥΠΑΛΛΗΛΟΙ ΔΗΜΟΣΙΟΙ
δαπανες κινησεως εδρας δημοσιων τεχνικων υπαλληλων επανδρωνουν ειδικη υπηρεσια δημοσιων εργων επιβλεπουν ειδικα εργα καταβαλλονται προυπολογισμο δημοσιων επενδυσεων,Ποιός προυπολογισμός βαρύνεται με τις δαπάνες κινήσεως εκτός έδρας των δημοσίων υπαλλήλων που επιβλέπουν ειδικά έργα.,0,0,0,0,1
επιτρεπεται ανακληση κατοπιν αιτησεως μετατασσομενης κοινης αποφασης υπουργων εσδδα οικονομικων εργασιας κοινωνικων ασφαλισεων υπαλληλος σχεση εργασιας ιδιωτικου δικαιου αοριστου χρονου μεταταχθηκε εοτ ικα ιδια σχεση εργασιας συνιστωμενη αποφαση προσωρινη προσωποπαγη θεση κλαδου νοσηλευτικηςμαιευτικης συνεχεια μεταταξή αλλο φορεα ιδια σχεση εργασιας κλαδο κατηγοριας συναφη καθηκοντα ασκουσε μεταταξη,ΕΟΤ. Ανάκληση απόφασης μετάταξης υπαλλήλου.,0,0,0,1,0
κυα γεωργιας υφγου εθνοικονομιας εκδοθεισα προς εφαρμογη κανονισμου εοκ συμβουλιου αποκλειονται οικονομικων ενισχυσεων παραπεμπομενοι δικαιοσυνη καλλιεργεια εμπορια ναρκωτικων προσωρινως καταδικασθεντες αμετακλητως μελη οικογενειων αποτελουν κοινη οικονομια χρονια εμποριας περιλαμβανεται πραξη συντελειται διευκολυνεται πραγματοποιηση κυκλοφοριας απαγορευομενων ναρκωτικων ουσιων ατομο ατομο οποιαδηποτε αιτια εμπορικη τετοια πραξη αποτελει κατοχη ναρκωτικων γινεται αποδεδειγμενα αποκλειστικη εξυπηρετηση ιδιων αναγκων κατεχοντος,Δημόσιοι υπάλληλοι. Μειωμένα τυπικά προσόντα. Μετάταξη σε ανώτερο κλάδο.,0,0,0,0,1
αγορα μισθωση χωρου εμβαδου ταμειο παρακαταθηκων δανειων ελεγχος τιτλων ιδιοκτησιας διενεργειται περας μειοδοτικου διαγωνισμου κατακυρωση αποτελεσματος δημοπρασιας ολους οσους συμμετειχαν ιδιοκτητη επιτελεγεντος ακινητου προκυπτει προδηλως προσκομισθεντα επιτροπη προεπιλογη στοιχεια προσφερθεν εταιρεια δημκορδονουρης σια ακινητο ανηκε εταιρεια απετελει προσφορας διακηρυξη οικοδομη καταλληλη στεγαστικες αναγκες δανειων οικοπεδο επιτροπη επρεπε επιλεξει προτεινει απορριψη προσφορας ελεγχοντας στοιχειωδως προσκομισθεντα εταιρεια εγγραφα αναμφιβολως προεκυπτε ανυπαρξια τιτλων προς κυριοτητα εταιρειας ακινητου ελεγχος διαφορος προβλεπομενο ελεγχο νομιμοτητας τιτλων επιλεγεντος ιδιοκτητη προσφερομενου ακινητου,Ταμείο Παρακαταθηκών και Δανείων. Αγορά ακινήτου. Μειοδοτικός διαγωνισμός. Ελεγχος τίτλων.,0,0,0,0,1
μητερα υπαλληλο εκανε χρηση αδειας εννεα μηνων αποδοχες υπαλληλικου κωδικα επιτρεπεται ληξη παραπανω αδειας παιδι συμπληρωσει ηλικια τεσσαρων ετων χορηγηθει αδεια εως ετων αποδοχες ανατροφη παιδιου προβλεπεται αδεια δικαιουνται υπαλληλοι υπουργειου εξωτερικων,Δημόσιοι υπάλληλοι. Χορήγηση της άδειας του άρθρου 53 παρ.1 του ΥΚ.,0,0,0,0,1
δνση οικονομικου υπεσδδα πλαισια «συλλογικης αρμοδιοτητας» συναγεται ρητη διαταξη ουσιαστικου ελεγξει νομιμοτητα πραξεως διορισμου καταταξεως υπαλληλου νομαρχιακης αυτοδιοικησεως,Κατατάξεις προσωπικού σύμφωνα με το άρθρο 17 του Ν 2839/2000.,0,1,0,0,0
εφαρμογη εισαγγελικης διαδικασιας διαφορων δημοσιου δημων κοινοτητων ιδιωτες δνη,"Εφαρμογή του Α 992 ΑΚ και επί της εισαγγελικής διαδικασίας του Α 22 ΑΝ 1539/38 επί διαφορών Δημοσίου, Δήμων, Κοινοτήτων με ιδιώτες.",1,0,0,0,0
γεωλογοι πτυχιουχοι πανεπιστημιων αθηνων θεσσαλονικης πατρων εγγραφονται τηρουμενο δνση μητρωων τεχνικων επαγγελματων γενικης γραμματειας δημοσιων εργων μητρωο κατηγορια γεωτεχνικων μελετων μπορουν εκπονουν μελετες παραπανω κατηγοριας λογαριασμο δημοσιου νπδδ εγγραφεντες διαγραφουν αφαιρεθει μελετητικο πτυχιο κατηγοριας,"Ανώνυμη Ασφαλιστική Εταιρεία Ζωής και Υγείας ""ΑΓΡΟΤΙΚΗ"". Φορέας ασφάλισης εργαζομένων.",0,0,1,1,0
εκκρεμεις εναρξη ισχυος υποθεσεις αναγνωρισης κληρονομικου δικαιωματος δημοσιου κατατεθει αιτησεις προγενεστερο νομοθετικο καθεστως εκδικαστει σημερα οποιων εκδοθηκε οριστικη αποφαση δικαστηριου κληρονομιας διατασσει δημοσιευση προσκλησης επιβαλλεται εφαρμοστει δικαστικη αποφαση καθοριζομενος τροπος δημοσιευσης προσκλησης περιπτωσεις δοθηκαν εντολες νομικο συμβουλιο κρατους υποβολη αιτησης αναγνωρισης κληρονομικου δικαιωματος δημοσιου προγενεστερου νομοθετικου καθεστωτος κατατεθουν σχετικες αιτησεις δικαστηριο ετεθη νομος αρμοδια διευθυνση ενημερωθει εκκρεμει αιτηση ενεργοποιησει αμεσα προβλεπομενη διαδικασια,Αναγνώριση κληρονομικού δικαιώματος του Δημοσίου. Εφαρμογή ή μη του Ν. 4182/2013 σε εκκρεμείς υποθέσεις,1,0,0,0,0
αρμοδιοτητα πειθαρχικου συμβουλιου διωξη υπαλληλου νπδ αποσπασμενου δημοσια υπηρεσια,Αρμοδιότητα Πειθαρχικού Συμβουλίου για την δίωξη υπαλλήλου Ν.Π.Δ. Δ. αποσπασμένου σε δημόσια υπηρεσία.,0,0,0,1,0
μεταβιβαση μετοχων ανωνυμης εταιριας λογους διασπορας διατεθουν κοινο δημοσια εγγραφη εγκριση εισαγωγης εταιριας χρηματιστηριο περιπτ αποτελει χρηματιστηριακη μεταβιβαση μετοχων εισηγμενων χρηματιστηριο ανεξαρτητα αρχισει ακομη ελευθερη διαπραγματευση νομιμως περιπτωση παρακρατειται φορος προς διαταξεις,Μετοχές – μέτοχοι. Χρηματιστήριο. Φορολογία από κινητές αξίες. Φορολογία μεταβίβασης μετοχών ΑΕ. Δημόσια εγγραφή. Διαπραγμάτευση μεταβίβασης μετοχών.,0,0,1,0,0
προγενεστερη αμετακλητη καταδικη διοικητικου υπαλληλου ειδικοτητας εργατων υπηρετουντα συμβαση εργασιας αοριστου χρονου υποκαταστημα ικαεταμ μετς επιχειρηση οτα δυναμει θεωρηθει κωλυμα διορισμου ωστε οδηγησει αναδρομικη ανακληση αποφασης προσληψης αποδεικνυεται πρωτιστως κινησε παρανομια υποβοηθησε πορισμο οφελους επισυρει αυτοδικαιη εκπτωση υπηρεσια υπαρξεως ενεργους υπαλληλικης σχεσης εκδοση ποινικης αποφασης αποτελεσει σπουδαιο λογο καταγγελιας συμβασης εργασιας συνδυασμο πραγματικα γεγονοτα καλη πιστη συναλλακτικα ηθη καθιστουν ανεκτη εξακολουθηση πλευρας καταγγελοντος ιδρυματος υπο ειδικοτερους ορους προυποθεσεις,Νόμιμος τρόπος καταγγελίας σύμβασης εργασίας υπαλλήλου του ΙΚΑ-ΕΤΑΜ – Αμετάκλητη καταδίκη – Κώλυμα διορισμού – Αναδρομική ή μη ανάκληση της απόφασης πρόσληψης αυτού.,0,1,0,0,0
επιτρεπτος διορισμος πολυτεκνων εφημεριων εκκλησιας ελλαδος θεσεις εκπαιδευτικου προσωπικου δημοσιας πρωτοβαθμιας δευτεροβαθμιας εκπαιδευσης ανεξαρτητως συμμετοχης διαγωνισμο ασεπ,"Διορισμός ή μη των πολυτέκνων εφημερίων της Εκκλησίας της Ελλάδος σε θέσεις εκπαιδευτικού προσωπικού της δημόσιας πρωτοβάθμιας και δευτεροβάθμιας εκπαίδευσης, κατ’ άρθρο 6 παρ.3 του Ν 3255/2004.",0,1,0,0,0
δημοσιου αλκη συμβασεως προς εκμεταλλευση καταστηματος αδασμολογητων αφορολογητων ειδων ευζωνους θεμελιωθει δικαιωμα παρατασης συμβασης λογων γεγονοτων γιουγκοσλαβιας εντευθεν ενδεχομενως ζημιας αλκη αρθρα αντικειται αρθρα συνθηκης εοκ συνταγματος γινεται διακριση καε προς ορους εφοδιασμου διαθεσεως ειδων διαθετουν,Καταστήματα αφορολογήτων ειδών. Εκμετάλλευση Σύμβαση Δημοσίου και ΑΕ. Παράταση.,0,0,1,0,0
διοικηση υποχρεουται προς καταβολη πασης φυσεως αποδοχων δικηγορους χρονικο διαστημα απολυσή δυναμει επαναπροσληψεώς δυναμει,Δικηγόροι του Υπουργείου Εθνικής Οικονομίας. Καταβολή αποδοχών ενδιάμεσου χρόνου μεταξύ απολύσεως και επαναπροσλήψεως.,0,1,0,0,0
υποχρεωθει αποχωρων υπηρεσιας συμπληρωση ηλικιας συνταξιοδοτησης δημοσιος υπαλληλος καταβολη κρατησεων υγειονομικης περιθαλψης χρονικο διαστημα αποχωρηση εως συνταξιοδοτησή αιτησή ζητησει συνεχιση ασφαλισης υγειονομικη περιθαλψη ιδιο φορεα κανει χρηση βιβλιαριου νοσηλειας χρονικο διαστημα,Υγειονομική περίθαλψη. Βιβλιάριο νοσηλείας. Κρατήσεις.,0,0,0,0,1
διδακτικο προσωπικο σχολης ναυτικων δοκιμων διορισθει διακριθεις αθλητης διαταξεις διορισμος σειδ διαταξεις νομιμως γινει συσταθεισα προσωποπαγη θεση κλαδου καθηγητων σχολη ναυτικων δοκιμων κενη οργανικη θεση ειδικου καθηγητη σωματικης αγωγης,Σχολή Ναυτικών Δοκίμων. Διορισμός διακριθέντος αθλητή. Διορισμός προπονητή ΣΕΙΔ σε συσταθείσα προσωποπαγή θέση κλάδου ΠΕ καθηγητών.,0,1,0,0,0
δημοσιο καταπιστευματοδοχος συναινεσει εκποιηση περιελευσομενου κυριοτητος αυτοκινητου βεβαρημενη συζυγο διαθετη σχετικο τιμημα υποκαταστατο εκποιουμενου περιουσιακου στοιχειου κατατεθει δημοσιο ταμειο παρακαταθηκων δανειων εκποιηση υφισταται περιπτωση εφαρμογης,Κληρονομία. Διαθήκη. Καταπίστευμα. Εκποίηση προσδοκωμένου δικαιώματος.,1,0,0,0,0
εκταση θεωρηθει ιδιωτικη εφαρμογη διαταξεων περιπτωσης τμηματος ιιι συμβολαιου συμφου λαμιας συνταξεως συμβολαιου αγροτικη μορφη δασος απωλεσει αγροτικη μορφη φερει μια μορφων προστατευεται δασικη νομοθεσια αποδεκτη,Αναγνώριση έκτασης ως ιδιωτικής κατ’ άρθρο 10 παρ.1 του ν. 3208/2003.,0,0,0,1,0
μελη διοικητικου συμβουλιου ημεδαπης ανωνυμου ασφαλιστικης εταιρειας αλλοδαποι υπηκοοι κατοικοι κρατωνμελων εοκ,Ανώνυμες ασφαλιστικές εταιρείες.Υπηκοότης καί κατοικία μελών Δ.Σ.,0,0,1,0,0
δυνατοτητα εκτελεσης κοινης υπουργικης αποφασης αποσπαση ενα ετος υπαλληλου δημου υπηρεσια γενικης γραμματειας εθνικης στατιστικης υπηρεσιας ελλαδος παροδου χρονικου διαστηματος δεκατριων μηνων περιπου υπογραφη αποφασης αποσπασης εγκριση γενικο λογιστηριο κρατους πιστωσεων μισθοδοσιας υπο αποσπαση υπαλληλου,"Δυνατότητα εκτέλεσης ή μη απόφασης απόσπασης υπαλλήλου Δήμου στο Δημόσιο, λόγω παρόδου αρκετού χρόνου από την υπογραφή της μέχρι την έγκριση των πιστώσεων μισθοδοσίας από το Γ.Λ.Κ.",0,0,0,0,1
αναθεση ασφαλισεως εκτελουμενων δημοσιων εργων ασφαλιστικες εταιρειες ευρυτερου δημοσιου τομεα ερχεται αντιθεση διαταξεις περι ελευθερου ανταγωνισμου εοκ,Ε.Ο.Κ. Λειτουργία αλλοδαπών ασφαλιστικών εταιρειών στην Ελλάδα.,0,0,1,0,0
ενοψει ιδιοτητας επιτροπης επιλυσεως δασικων αμφισβητησεων εεδα συλλογικου διοικητικου γνωμοδοτικου οργανου λειτουργια προβλεπομενα εντευθεν ακολουθου εκδιδομενες πραξεις χαρακτηρα συμφωνης γνωμης ουσιωδους τυπου εκδιδομενης υπο αποφασιζοντος οργανου νομαρχη διοικητικης περι αναγνωρισεως γενομενων παραχωρησεων ρητινευομενων δασων παρεχεται δικαιωμα προσφυγης αποφασεων γνωμων επιτροπης ασκηση γνωμοδοτικης αρμοδιοτητας επιτροπης υποχρεουται δικαιουται ενδιαφερομενος τριτος παραστει ενωπιόν,Δημόσιο. Απ' ευθείας εξαγορά. Αρμόδιο όργανο.,1,0,0,0,0
επιδοση πειθαρχικης αποφασης γινει δικαστικο επιμελητη δημοσιο οργανο διαδικασια προβλεπει αλλως ακυροτητα επιδοσης αναγκαια εκδοση διαπιστωτικης πραξης θεση υπαλληλου αυτοδικαιη αργια θεση υπαλληλου αυτοδικαιη αργια αρχιζει νομιμη κοινοποιηση πειθαρχικης αποφασης πρωτοβαθμιου υπηρεσιακου συμβουλιου προθεσμια ασκηση ενστασης ασκηση αναστελλουν εκτελεση πειθαρχικης θεση υπαλληλου αργια,Δημόσιοι υπάλληλοι. Πειθαρχική απόφαση οριστικής παύσης - κοινοποίηση - συνέπειες.,0,0,0,0,1
διαταξη περι παραπεμπει ειδικοτερη επικρατει διαταξεως παραπεμποντος νομιμοι διορισμοι εκπαιδευτικων κλαδου κοινωνιολογων διεθεταν πτυχιο πατες σελετε,Εκπαιδευτικοί υπάλληλοι. Προσόντα διορισμού.,0,1,0,0,0
παραβιαση διαταξεων παραγραφος προστεθηκε προκυπτει δοθεν ιστορικο οφειλεται υπαιτιοτητα δανειστη πιστωτριας τραπεζας ελληνικο δημοσιο απαλλασσεται μονου λογου υποχρεωσή ικανοποιησει αιτηματα καταπτωσης εγγυησεως δημοσιου βεβαιωνοντας σχετικα ποσα αρμοδιες δου καταβαλλοντας οικεια πιστωτικα ιδρυματα,"Απαλλαγή ή μη του Ελληνικού Δημοσίου από την υποχρέωση να ικανοποιήσει αιτήματα κατάπτωσης της εγγύησης του Δημοσίου, βεβαιώνοντας το σχετικό ποσό στην αρμόδια Δ.Ο.Υ. και καταβάλλοντας αυτό στα πιστωτικά ιδρύματα.",1,0,0,0,0
γενικη αρχη διοικητικου δικαιου νομιμοτητα διοικητικης πραξης παραλειψης οριζεται συναγεται αλλο κρινεται νομικο καθεστως ισχυει εκδοσης πραξης συντελεσης παραλειψης περιπτωση μεταβολης νομοθετικου καθεστωτος υποβολη αιτησης μεταταξης χορηγηση θετικης γνωμης αρμοδιο υπηρεσιακο συμβουλιο εκδοση τελικης πραξης εφαρμοστεο νομοθετικο καθεστως ισχυον εκδοσης τελικης πραξης προκειμενη περιπτωση προβλεπει τουλαχιστον καλη γνωση ξενης γλωσσας,"Εξέταση αίτησης μετάταξης υπαλλήλου - Μεταβολή του νομοθετικού καθεστώτος, μετά την υποβολή της αίτησης και τη χορήγηση θετικής γνώμης από το αρμόδιο υπηρεσιακό συμβούλιο και πριν την έκδοση της τελικής πράξης - Εφαρμοστέο νομοθετικό καθεστώς.",0,0,0,0,1
χρονος παραγραφης απαιτησεων εκχωρουνται δημοσιο ποδοσφαιρικες ανωνυμες εταιρειες εφαρμογη διαταξεων «ρυθμισεις σχετικα παε» ισχυει εικοσαετης αρχιζει ημερομηνια δημοσιευσης τελεσιδικης αποφασης αναγνωρισθει παντως χρονος παραγραφης συμπληρωθει προσωπο δημοσιου παροδο πεντε ετων ληξη οικονομικου ετους ελαβε χωρα στενη βεβαιωση απαιτησεων δημοσιων εσοδων παραπανω χρονος παραγραφης διαφοροποιειται αναλογα αιτια εκχωρηθεισας τελεσιδικως αναγνωρισθεισας απαιτησης προελευση συμβαση αδικοπραξια,Παραγραφή απαιτήσεων που εκχωρούνται από τις Π.Α.Ε. στο Δημόσιο.,1,0,1,0,0
αρμοδιος υπουργος επιβολη προβλεπομενων εδβ’ κυρωσεων κοινου υπουργο δικαιοσυνης διαφανειας ανθρωπινων δικαιωματων υπουργος οικονομιας ανταγωνιστικοτητας ναυτιλιας,Συναρμοδιότητα Υπουργού προς έκδοση απόφασης επιβολής διοικητικών κυρώσεων.,0,0,1,0,0
περιπτωση ακυρωσεως αρχικως παραλειψεως διοικησεως διορισει δημοσιο υπαλληλο συνεχεια πραξεως διορισμου μερος προσδοσεως αναδρομικης ισχυος διορισμο υποχρεωση συμμορφωσεως διοικησεως συνισταται καθολικη πληρη υπηρεσιακη αποκατασταση υπαλληλου τοιαυτη καθολικη αποκατασταση περιλαμβανει υποχρεωση αναδρομικου διορισμου καταβολη αναδρομικων αποδοχων,Υπάλληλοι δημόσιοι. Καταβολή αποδοχών σε αναδρομικώς διορισθέντα υπάλληλο.,0,1,0,0,1
πεδιο εφαρμογης δυνατοτητα επανασυναψης υπο ορους εμπιπτουν συμβασεις υπηρεσιων εργου καθαρισμου κτιριων υπηρεσιων υπουργειου οικονομικων καταρτισθηκαν λειτουργησαν πλαισιο παγιου αποκοπη χορηγηματος αυο αποδεκτη,Ιδιωτικά συμφωνητικά σύμβασης έργου για τον καθαρισμό κτιρίων των Υπηρεσιών του Υπουργείου Οικονομικών - Δυνατότητα ή μη επανασύναψης των συμβάσεων κατ΄ εφαρμογή του άρθρου 49 του Ν. 4325/2015.,0,0,0,1,0
αξιωση ταμειου προνοιας ολπ καταβολη εργοδοτικης εισφορας εξαγορων νομιμοποιηθεντων υπαλληλων στηριζεται διαταξεις αντικατασταθηκε συνδυασμο διαταξεις καταστατικου κλαδου,Ταμείο Προνοίας Υπαλλήλων ΟΛΠ. Νομιμοποίηση υπαλλήλων. Εξαγορά χρόνου υπηρεσίας. Είσπραξη εργοδοτικής εισφοράς.,0,0,0,0,1
χωρικης αρμοδιοτητας νομαρχιας πειραια μισθωση δημοσιο ακινητου διαμερισματος στεγαση νομαρχη πειραια αντιτιθεται διαταξη,Δυνατότητα μισθώσεως κτιρίου (διαμερίσματος) για την στέγαση του Νομάρχη Πειραιά στην ευρύτερη περιοχή του Λεκανοπεδίου Αττικής και όχι ειδικά στην χωρική αρμοδιότητα της Νομαρχίας Πειραιά.,1,0,0,0,0
παρεχεται δυνατοτητα επιβολης τελους ακινητης περιουσιας ανωνυμη εταιρεια παραχωρηθει δημοσιο εκμεταλλευση ετη γεφυρας ριου αντιρριου,Τέλος Ακίνητης Περιουσίας. Δυνατότητα επιβολής του στην ανώνυμη εταιρεία στην οποία ανετέθη η κατασκευή και εκμετάλλευση της γέφυρας Ρίου – Αντιρρίου.,0,0,1,0,0
αρμοδιοτητα προσληψη εποχιακου προσκαιρου ωρομισθιου προσωπικου εκτελεση αρχαιολογικων εργασιων περιοχες αρμοδιοτητος περιφερειακων υπηρεσιων υπουργειου πολιτισμου προισταμενους υπηρεσιων οποιους απενεμηθη ευθεως αποκλειστικως ειδικη προβλεψη περιελθει περιελθει γενικο γραμματεα περιφερειας,Υπουργείο Πολιτισμού. Αρχαιολογικά έργα. Πρόσληψη ωρομίσθιου προσωπικού. Αρμοδιότητα.,0,1,0,0,0
καταληψη θεσης τει βαθμιδας καθηγητη μετακληση μετακαλουμενος προσοντα εκλογης προσθετως κατεχει θεση καθηγητη αλλο τει αδιαφορως συμπληρωσε τρια χρονια διορισμο τει υπηρετει προυποθεση αποτελει κωλυμα υποβολη υποψηφιοτητας διαδικασια εκλογης προσον διορισμου,Δημόσιοι υπάλληλοι. Μετάταξη. Βαθμολογική εξέλιξη.,0,0,0,0,1
ανωνυμες εταιρειες κοινοπραξιες συμμετεχει αγροτικη τραπεζα ελλαδος υπαγονται δημοσιο τομεα,Υπαγωγή στον δημόσιο τομέα ανωνύμων εταιρειών και κοινοπραξιών στις οποίες συμμετέχει η Αγροτική Τράπεζα.,0,0,1,0,0
αρμοδια διευθυνση κληρωση μελων συνεχεια συγκροτηση συλλογικων οργανων διοικησης διεξαγωγη δημοσιων διαγωνισμων αναθεση αξιολογηση παρακολουθηση παραλαβη προμηθειων υπηρεσιων εργων διευθυνση διοικητικης οργανωσης γενικης γραμματειας κοινωνικων ασφαλισεων δημοσιος υπαλληλος οποιος κληρωθηκε νομιμα διοριστηκε αποφαση γενικου γραμματεα προεδρος μελος τακτικο αναπληρωματικο δυνατοτητα υποβαλει αιτηση παραιτησης συλλογικο οργανο διορισθηκε αρνηση συμμετοχης εκλεγεντος μελους συλλογικο οργανο συνιστα αδικαιολογητη αποχη εκτελεση καθηκοντων αποκλειομενης ενδεχομενως ποινικης διωξεως παραβαση ορων ποινικου κωδικα,Συγκρότηση συλλογικών οργάνων της Διοίκησης σύμφωνα με τις διατάξεις του άρθρου 26 του Ν. 4024/2011 – Παραίτηση μέλους από συλλογικό όργανο της Διοίκησης.,0,0,0,0,1
περιπτωσεις εταιρειων «ακτη πλαταμωνος ξενοδοχειακαι τουριστικαι αγροτικαι επιχειρησεις ανωνυμος εταιρεια» «ανωνυμη εταιρεια τουριστικων επιχειρησεων δημητριος μιχαλακης αε» υπαχθει αναπτυξιακο επισης μεν πρωτη υπαχθει αποφαση πολυμελους πρωτοδικειου κατερινης διαταξεις πτωχευτικου κωδικα δευτερη ζητησει αιτησή υπαχθει ιδιες διαταξεις πτωχκ διοικηση οφειλει καταβαλει εγκριθεισα επιχορηγηση ζητησει επιστροφη καταβληθεισας υπο ορο επιχειρησεις τηρουν ορους αποφασεως υπαγωγης λειτουργουν κανονικα τουλαχιστον μια πενταετια εκδοση αποφασης ολοκληρωσης επενδυσης πιστοποιησης εναρξης παραγωγικης διαδικασιας,"Συνέπειες υπαγωγής στη διαδικασία συνδιαλλαγής του Πτωχευτικού Κώδικα (άρθρο 99 Ν. 3588/2007), επιχείρησης που έχει υπαχθεί στον αναπτυξιακό Ν. 3299/2004.",0,0,1,0,0
υπαλληλος τελουσε αυτοδικαιως αργια επιβολης ποινης οριστικης παυσης διαρκεια εληξε παραταση θητεια προισταμενου διευθυνσης επανερχεται αυτοδικαιως υπηρεσια επειδη εξελιπε λογος επιβολης αργιας καταλαμβανει θεση προισταμενου διευθυνσης περαιτερω ιδιο διαστημα αργιας θεωρειται ολω μερει διανυθηκε θεση προισταμενου διευθυνσης τελος διαστημα αργιας οφειλεται υπαλληλο επιδομα θεσης ευθυνης ομοφ,"Συνέπειες αργίας προϊσταμένου διεύθυνσης, μετά την έκλειψη του λόγου επιβολής της.",0,0,0,0,1
κατωτατο οριο ηλικιας διορισμου υπαλληλων κλαδου διοικητικων γραμματεων υπουργειου εξωτερικων ετος ηλικιας ειδικη διαταξη,Κατώτατο όριο ηλικίας για τον διορισμό Διοικητικών Γραμματέων του Υπουργείου Εξωτερικών.,0,1,0,0,1
καθαρο προιον ειδικου κρατικου λαχειου διατιθεται αποκλειστικως σκοπων κοινωνικης προνοιας κοινωνικης αρωγης σκοπους εμπιπτουν λογου χαριν επιχορηγησεις προς πασης φυσεως προνοιακα ιδρυματα νπιδ οικονομικη ενισχυση φιλανθρωπικων κοινωνικων φορεων αρωγη ατομα ομαδες ατομων περιερχονται κατασταση εκτακτου αναγκης συνεπεια θεομηνιων αλλων απροβλεπτων γεγονοτων κοινωνικη προστασια οικονομικη ενισχυση ατομων ομαδων ατομων στερουνται επαρκων πορων συντηρησεως κοινωνικη προστασια πολυτεκνων παλιννοστουντων ομογενων προσφυγων οικονομικα αδυνατων κοινωνικα απροσαρμοστων,Κρατικά Λαχεία. Διάθεση υπέρ σκοπών Κοινωνικής Αντιλήψεως. Φορείς.,1,0,0,0,0
απασχολησεως υπαλληλου απολυθηκε αδικαιολογητα νοσοκομειο εσυ ζητει επαναπροσληψή δυνατον προστεθουν ημερες ρεπο αδειας εδικαιουτο εργασιακη συμβαση αναστελλεται χορηγηθηκε αδεια ρεπο λυνεται απολυση επισης συνυπολογιζεται χρονος απασχολησης αλλο εργασιακης συμβασης συνηφθη απολυση,Νοσηλευτικά Ιδρύματα. Υπάλληλοι με σύμβαση εργασίας ορισμένου χρόνου. Λήξη. Επαναπρόσληψη.,0,1,0,1,0
τροπο ασκησεως διαχειρισεως μετοχων ανωνυμης εταιρειας ελεγχο αποκτησει ελληνικο δημοσιο,τον τρόπο ασκήσεως της διαχειρίσεως των μετοχών ανώνυμης εταιρείας τον έλεγχο της οποίας έχει αποκτήσει το Ελληνικό Δημόσιο,1,0,1,0,0
ακυρωτικη αποφαση στε αναπεμφθηκε υποθεση διοικηση κριθηκε καταχωρηση πραξεων αποφασεων οργανων ανωνυμης εταιρειας ανατραπει νεοτερη εγγραφη μαε διαπιστωθει διοικηση υπαρχοντα στοιχεια καταχωρηση ανταποκρινεται πραγματικοτητα αρμοδια υπηρεσια εξετασει καταχωρηση μαε αποφασεως γενικης συνελευσης περι εκλογης ανταποκρινεται πραγματικοτητα αποφατικη περιπτωση ανακαλεσει συγκεκριμενη περιπτωση υπαρχοντα στοιχεια προκυπτει γενομενη καταχωρηση ανταποκρινεται πραγματικοτητα ανακληθει,Ανάκληση καταχώρησης απόφασης της Γενικής Συνέλευσης Ανώνυμης Εταιρείας περί εκλογής νέου Διοικητικού Συμβουλίου.,0,0,1,0,0
κατασχεση απαιτησεως χερια δημοσιου τριτου ακυρη κατασχετηριο τροποποιηθει αρμοδιο διατακτη δου υπαγεται φορολογικα καθου κατασχεση αρμοδια υπηρεσια εντελλομενων εξοδων περιπτωση προαφαιρουνται αποδιδονται ικα οφειλες καθου κατασχεση προς,Κατάσχεση εις χείρας του Δημοσίου ως τρίτου. Οφειλές στο ΙΚΑ.,1,0,0,0,0
γνωστοποιηση στοιχειων γενικως ειδικωτερον χορηγηση αντιγραφων πρακτικων συνεδριασεων οργανων διοικησεως ανωνυμου εταιριας γεν συνελευσηδιοικητικόν συμβουλιον ευρισκονται κατοχη εποπτευουσας διαταξεις διοικητικης αρχης ρηθεις νομος υποβαλλει αρθρα επομ θεσπιζομενη δημοσιοτητα απαγορευεται,Εταιρείες ανώνυμες. Οργανα διοικήσεως. Χορήγηση αντιγράφων πρακτικών συνεδριάσεων.,0,0,1,0,0
δικηγορος οποιος καταδικαστηκε αναστολη εκτελεσεως ποινης αδικημα επεφερε αυτοδικαιη αποβολη δικηγορικης ιδιοτητος δικαιουται επαναδιορισθει δικηγορος οψει παρελευση επιτυχως χρονικου διαστηματος αναστολης επιφερει αρση ποινικης καταδικης,"Επαναδιορισμός δικηγόρου, μετά την παρέλευση επιτυχώς του χρονικού διαστήματος της αναστολής της ποινής που του επιβλήθηκε για αδίκημα που επέφερε αυτοδίκαιη αποβολή της δικηγορικής του ιδιότητος.",0,1,0,0,0
περιπτομενες μηνα προσθετες αποδοχες υπερωριες υπαλληλων προσληφθεντων σχεσει εργασιας ιδιωτικου δικαιου καθο μερος υπερβαινουν συνολο μηνιαιων αποδοχων οργανικης θεσεως διαταξη συνταγματος καταβαλλονται αντιστοιχο ποσο μεταγενεστερο μηνα,Δημοσίου Ιδιωτικό προσωπικό. Περιορισμοί πρόσθετων αποδοχών. Καταβολή εις μεταγενέστερο μήνα.,0,0,0,1,0
